TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
Noturno,Solteiro(a),Masculino,16/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,16/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Casado(a),Feminino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Matutino,Solteiro(a),Feminino,12/09/2015,Motivo de Saúde,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,11/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Outros,Feminino,11/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,10/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,10/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,09/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Feminino,09/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,09/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,08/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,08/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,08/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,08/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Feminino,08/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,05/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,03/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Casado(a),Feminino,03/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Matutino,Casado(a),Masculino,03/09/2015,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,02/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Outros,Feminino,01/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,01/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,01/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,01/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,01/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Matutino,Solteiro(a),Masculino,01/09/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,01/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 3,Informática
Noturno,Solteiro(a),Masculino,31/08/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,31/08/2015,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Matutino,Casado(a),Feminino,28/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Casado(a),Feminino,28/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Casado(a),Masculino,28/08/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,27/08/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Casado(a),Masculino,27/08/2015,Mudança de Município,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,26/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,25/08/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,25/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,25/08/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Feminino,24/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Casado(a),Masculino,21/08/2015,Mudança de Município,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,20/08/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,19/08/2015,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,19/08/2015,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,17/08/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,14/08/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Feminino,10/08/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Solteiro(a),Feminino,10/08/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Feminino,10/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - II MÓDULO,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,10/08/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Matutino,Solteiro(a),Feminino,07/08/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Feminino,07/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - II MÓDULO,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Feminino,06/08/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Feminino,06/08/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Casado(a),Masculino,06/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Casado(a),Masculino,05/08/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Matutino,Solteiro(a),Masculino,04/08/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Feminino,04/08/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Feminino,04/08/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Solteiro(a),Feminino,04/08/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Divorciado(a),Feminino,04/08/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,04/08/2015,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Masculino,04/08/2015,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Feminino,04/08/2015,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Divorciado(a),Feminino,03/08/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,03/08/2015,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Feminino,03/08/2015,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Masculino,03/08/2015,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Masculino,25/06/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Noturno,Solteiro(a),Feminino,22/06/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Noturno,Solteiro(a),Masculino,16/06/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,10/06/2015,Outros Motivos,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,09/06/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,03/06/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Feminino,01/06/2015,Motivo de Estudo,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,29/05/2015,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Solteiro(a),Feminino,27/05/2015,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,25/05/2015,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,25/05/2015,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Divorciado(a),Masculino,19/05/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,18/05/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Matutino,Solteiro(a),Masculino,14/05/2015,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,13/05/2015,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Casado(a),Masculino,13/05/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,11/05/2015,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,11/05/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,08/05/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Noturno,Solteiro(a),Masculino,08/05/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Feminino,08/05/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,07/05/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,07/05/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,05/05/2015,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,05/05/2015,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Solteiro(a),Feminino,05/05/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
Noturno,Casado(a),Masculino,30/04/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Noturno,Casado(a),Masculino,30/04/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Feminino,29/04/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO III,Gestäo
Noturno,Solteiro(a),Masculino,29/04/2015,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,28/04/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO III,Gestäo
Noturno,Solteiro(a),Masculino,28/04/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,27/04/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM PRODUÇÃO MULTIMÍDIA - MÓDULO III,Design
Noturno,Solteiro(a),Masculino,27/04/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Feminino,24/04/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO V,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,24/04/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,24/04/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,22/04/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
Matutino,Solteiro(a),Masculino,22/04/2015,Motivo de Estudo,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,17/04/2015,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,16/04/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,16/04/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,15/04/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO IV,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,14/04/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,13/04/2015,Motivo de Viagens,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,13/04/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,13/04/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,13/04/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,10/04/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,10/04/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,10/04/2015,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,09/04/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,09/04/2015,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Solteiro(a),Masculino,09/04/2015,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,08/04/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Casado(a),Masculino,07/04/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,06/04/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,06/04/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,01/04/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,01/04/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,31/03/2015,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,31/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,31/03/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Solteiro(a),Masculino,28/03/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Divorciado(a),Feminino,27/03/2015,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,26/03/2015,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,25/03/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Matutino,Solteiro(a),Masculino,23/03/2015,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/03/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Feminino,23/03/2015,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Casado(a),Masculino,23/03/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,23/03/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,20/03/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
Matutino,Solteiro(a),Feminino,19/03/2015,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,19/03/2015,Motivo de Estudo,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,19/03/2015,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Matutino,Solteiro(a),Masculino,18/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,17/03/2015,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,17/03/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,16/03/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,12/03/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Feminino,10/03/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,10/03/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,10/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,10/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,10/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Outros,Masculino,10/03/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,09/03/2015,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO III,Gestäo
Noturno,Solteiro(a),Feminino,09/03/2015,Mudança de Município,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,06/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,06/03/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,06/03/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Divorciado(a),Masculino,04/03/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Feminino,03/03/2015,Outros Motivos,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,03/03/2015,Mudança de Município,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Casado(a),Masculino,03/03/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,03/03/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,03/03/2015,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Casado(a),Masculino,03/03/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
